document_title,source_url,document_type,session,date,year,question_number,asked_by,minister,section,question_text,parts_count,month,day_of_week,quarter,is_weekend,parliamentary_year,session_quarter,question_sequence,questions_per_day,mp_questions_total,mp_questions_this_year,mp_activity_rate,minister_questions_total,minister_questions_this_month,is_budget_season,is_election_year,text_length,word_count,sentence_count,avg_word_length,flesch_score,flesch_grade,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,is_yes_no_question,is_how_question,is_why_question,is_what_question,is_when_question,is_where_question,urgency_score,contains_numbers,contains_percentages,contains_money,topic_health,topic_education,topic_infrastructure,topic_agriculture,topic_mining,topic_water,topic_energy,topic_security,topic_finance,topic_governance,multi_sector_question,sector_count,dominant_sector,has_geographic_focus,mp_name,constituency,mp_cleaned_name,mp_gender,province,is_urban_constituency,is_mining_region,is_border_province,has_title,name_length,has_multiple_names,mp_minister_interactions,minister_diversity,mp_diversity,mp_rank_by_activity,minister_rank_by_workload,province_questions_total,province_mp_count,province_avg_questions_per_mp,gender_questions_total,is_female_mp,mp_question_interval,mp_avg_question_interval,mp_consistent_questioner,minister_high_pressure,end_of_year_activity,start_of_year_activity
"Wednesday, 31st July, 2019",https://www.parliament.gov.zm/node/8053,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,515,Mr S Tembo (Chadiza),Minister of Local Government,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) when the reconstruction  of the following bridges in Chadiza District, which were washed away, will commence: (i) Chipwete; (ii) Kandewo; (iii) Mwangazi; and (iv) Mwami; and (b) what the estimated cost of the works is.",3,,,,0,,,,,7,,,43,,0,0,222,36,1,5.166666666666667,48.09500000000003,15.494444444444444,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,1,Mr S Tembo (Chadiza),Chadiza,S Tembo,Male,Unknown,0,0,0,1,7,0,2,6,30,1251.0,1149.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Friday, 21st June, 2019",https://www.parliament.gov.zm/node/7973,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,406,Mr S Tembo (Chadiza),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether there are any plans to upgrade the following rural health centres in Chadiza Parliamentary Constituency to mini hospital level: (i) Taferansoni; (ii) John; (iii) Champhanda; and (iv) Nsadzu; (b) if so, when implementation of the plans will commence; (c) what the total cost of the exercise is; and (d) when additional staff will be deployed to the facilities above.",5,,,,0,,,,,7,,,173,,0,0,377,61,1,5.19672131147541,6.231475409836094,27.544262295081968,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,health,1,Mr S Tembo (Chadiza),Chadiza,S Tembo,Male,Unknown,0,0,0,1,7,0,1,6,95,1251.0,277.0,1291,196,6.586734693877551,1515,0,,,0,1,0,0
"Friday, 21st June, 2019",https://www.parliament.gov.zm/node/7973,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,411,Mr S Tembo (Chadiza),Minister of Agriculture,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) when the construction of the Food Reserve Agency (FRA) storage sheds and slabs in Chadiza Parliamentary Constituency, which was abandoned, will resume; (b) why the works were abandoned; (c) what the total cost of the project is; and (d) how much money had been paid to the contractor as of 31st January, 2019.",4,,,,0,,,,,7,,,79,,0,0,313,54,1,4.814814814814815,25.125000000000014,23.170000000000005,0.0,0.103,0.897,-0.7184,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3,infrastructure,1,Mr S Tembo (Chadiza),Chadiza,S Tembo,Male,Unknown,0,0,0,1,7,0,1,6,42,1251.0,712.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Wednesday, 17th February, 2021",https://www.parliament.gov.zm/node/8768,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,137,Mr S Tembo (Chadiza),Minister of Home Affairs,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) when the construction of staff houses at the Chadiza Open Air Correctional Centre in Chadiza District will commence; (b) how many housing units will be constructed; (c) what the total cost of the project is; (d) who the contractor for the project is; and (e) what the time frame for the completion of the project is.,5,,,,0,,,,,7,,,30,,0,0,320,57,1,4.631578947368421,30.243157894736868,23.201403508771936,0.0,0.0,1.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,1,Mr S Tembo (Chadiza),Chadiza,S Tembo,Male,Unknown,0,0,0,1,7,0,1,6,26,1251.0,1268.5,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Wednesday, 19th June, 2019",https://www.parliament.gov.zm/node/7965,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,391,Mr S Tembo (Chadiza),Minister of Local Government,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) when the tarring of township roads in Chadiza, which stalled in 2016, will resume; (b) why the works stalled; (c) what the total cost of the project is; (d) how much money had been paid to the contractor as of December, 2018; and (e) what the time frame for the completion of the outstanding works is.",5,,,,0,,,,,7,,,43,,0,0,305,57,1,4.368421052631579,43.601052631578966,21.338245614035092,0.065,0.058,0.877,0.34,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,infrastructure,0,Mr S Tembo (Chadiza),Chadiza,S Tembo,Male,Unknown,0,0,0,1,7,0,2,6,30,1251.0,1149.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 25th June, 2019",https://www.parliament.gov.zm/node/7977,Order Paper,THIRD SESSION OF THE TWELFTH ASSEMBLY,,,416,Mr S Tembo (Chadiza),Minister of Energy,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether there are any plans to electrify the following Day Secondary Schools in Chadiza District: (i) Naviruli; (ii) Taferansoni; (iii) Chanjone; and (iv) Bwanunkha; (b) if so, when the plans will be implemented; (c) what the total cost of the exercise is; and (d) if there are no such plans, why.",5,,,,0,,,,,7,,,88,,0,0,301,52,1,4.8076923076923075,33.662692307692325,21.482307692307696,0.0,0.041,0.959,-0.296,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,education,1,Mr S Tembo (Chadiza),Chadiza,S Tembo,Male,Unknown,0,0,0,1,7,0,1,6,63,1251.0,628.5,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Friday, 18th February, 2022",https://www.parliament.gov.zm/node/10002,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,175,Mr Samakayi (Mwinilunga),Minister of Local Government and Rural Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when demolition of illegal structures in the following areas in Lusaka District will commence: (i) along the railway lines; (ii) in play parks; (iii) Libala Market; and (iv) under the Zesco pylons; and (b) what the cause of the delay in commencing the exercise is.,3,,,,0,,,,,16,,,129,,0,0,268,46,1,4.8478260869565215,31.405869565217415,20.306521739130435,0.047,0.115,0.838,-0.5423,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,1,11,73,777.5,428.0,91,9,10.11111111111111,1515,0,,,1,1,0,0
"Thursday, 3rd March, 2022",https://www.parliament.gov.zm/node/10022,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,261,Mr Samakayi (Mwinilunga),Minister of Agriculture,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to procure motor vehicles and motor cycles for the Department of Agriculture in Mwinilunga District, to enhance its operations; and (b) if so, when the plans will be implemented.",2,,,,0,,,,,16,,,79,,0,0,219,36,1,5.111111111111111,29.295000000000016,18.11666666666667,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,agriculture,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,2,11,42,777.5,712.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 27th February, 2024",https://www.parliament.gov.zm/node/11597,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,240,Mr Samakayi (Mwinilunga),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to rehabilitate the Kalumbila-Lumwana road in the North-Western Province; (b) if so, when the plans will be implemented; (c) what the mode of financing for the project will be; and (d) if there are no such plans, why.",4,,,,0,,,,,16,,,190,,0,0,258,45,1,4.7555555555555555,40.84000000000003,18.742222222222228,0.0,0.048,0.952,-0.296,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,2,11,98,777.5,95.5,91,9,10.11111111111111,1515,0,,,1,1,0,0
"Wednesday, 2nd March, 2022",https://www.parliament.gov.zm/node/10021,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,253,Mr Samakayi (Mwinilunga),Vice President,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to transfer the Mushindamo District Administrative Centre to Musaka Chiefdom which has high economic potential compared to the current location; and (b) if so, when the plans will be implemented.",2,,,,0,,,,,16,,,25,,0,0,236,37,1,5.405405405405405,25.23135135135138,18.93189189189189,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,2,11,22,777.5,1366.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Wednesday, 28th February, 2018",https://www.parliament.gov.zm/node/7392,Order Paper,SECOND SESSION OF THE TWELFTH ASSEMBLY,,,199,Mr Samakayi (Mwinilunga),Vice-President,ORDINARY QUESTIONS FOR ORAL ANSWER (STANDING ORDER NO. 30),"(a) whether there are any plans to conduct a delimitation exercise in Mwinilunga Parliamentary Constituency; and (b) if so, when the plans will be implemented.",2,,,,0,,,,,16,,,4,,0,0,159,25,1,5.4,25.79600000000002,15.872000000000003,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,1,11,4,777.5,1623.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 16th November, 2021",https://www.parliament.gov.zm/node/9893,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,86,Mr Samakayi (Mwinilunga),Minister of Fisheries and Livestock,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 76),"(a) whether the Government is aware that there is an outbreak of Contagious Bovine Pleural Pneumonia (CBPP) disease in Chief Kabwika and Senior Chief Kanongesha’s chiefdoms in Mwinilunga District; and (b) if so, what urgent measures the Government is taking to contain the disease and stop it from spreading to other areas.",2,,,,0,,,,,16,,,69,,0,0,323,52,1,5.230769230769231,20.64730769230772,23.297692307692305,0.037,0.083,0.88,-0.3657,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,health,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,3,11,40,777.5,862.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Thursday, 17th February, 2022",https://www.parliament.gov.zm/node/10001,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,157,Mr Samakayi (Mwinilunga),Minister of Finance and National Planning,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to introduce a consumer price index in order to curb over pricing of goods and services in public procurement; (b) if so, when the plans will be implemented; and (c) what other measures the Government is taking to reduce corruption in public procurement.",3,,,,0,,,,,16,,,28,,0,0,295,50,1,4.92,19.033000000000015,23.026,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,0,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,1,11,19,777.5,1312.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 4th October, 2022",https://www.parliament.gov.zm/node/10637,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,53,Mr Samakayi (Mwinilunga),Vice President,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to create a district in Lumwana area in Mwinilunga District; and (b) if so, when the plans will be implemented. ORDER OF THE DAY 1. Supply - Motion (30th September) - Resumption of Debate. ____________________________",2,,,,0,,,,,16,,,25,,0,0,258,42,4,5.166666666666667,64.28666666666669,7.605,0.052,0.0,0.948,0.2732,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,2,11,22,777.5,1366.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 7th June, 2022",https://www.parliament.gov.zm/node/10169,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,321,Mr Samakayi (Mwinilunga),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) why the construction of the Chalimbana - Manyika road in Chongwe District has stalled; (b) when the project will resume; (c) what the cost of the outstanding works is; and (d) what the time frame for the completion of the project is.,4,,,,0,,,,,16,,,190,,0,0,237,43,1,4.534883720930233,51.40500000000003,16.52333333333333,0.087,0.039,0.873,0.4939,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,2,11,98,777.5,95.5,91,9,10.11111111111111,1515,0,,,1,1,0,0
"Thursday, 17th March, 2022",https://www.parliament.gov.zm/node/10062,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,300,Mr Samakayi (Mwinilunga),Minister of Fisheries and Livestock,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) how many dip tanks were earmarked for construction, under the programme for construction of dip tanks, province by province; (b) how many dip tanks were completed, as of September, 2021; (c) when the remaining dip tanks will be completed; (d) what the cost of the dip tanks at (c) is; (e) what the total cost of the project is; (f) whether the programme has achieved its intended purpose so far; and (g) if the purpose has not been achieved, why.",7,,,,0,,,,,16,,,69,,0,0,450,81,1,4.567901234567901,9.731111111111133,32.0246913580247,0.0,0.0,1.0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,3,11,40,777.5,862.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Friday, 23rd September, 2022",https://www.parliament.gov.zm/node/10621,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,41,Mr Samakayi (Mwinilunga),Minister of Health when an ambulance will be procured for Mwinilunga District Hospital to enhance its operations.,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),,0,,,,0,,,,,16,,,1,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,0,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,1,11,1,777.5,1720.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Friday, 25th February, 2022",https://www.parliament.gov.zm/node/10019,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,228,Mr Samakayi (Mwinilunga),Minister of Fisheries and Livestock,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to implement the Zambia-Saudi Arabia Goat Export Agreement; (b) if so, when the plans will be implemented; (c) how many goats are earmarked for export, per year; and (d) what measures have been taken to ensure that the targeted number of goats for export is met at all material times.",4,,,,0,,,,,16,,,69,,0,0,325,57,1,4.719298245614035,18.36947368421056,24.857543859649123,0.116,0.0,0.884,0.7269,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,0,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,3,11,40,777.5,862.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 1st March, 2022",https://www.parliament.gov.zm/node/10020,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,230,Mr Samakayi (Mwinilunga),Minister of Agriculture,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to recruit additional agricultural staff for the Department of Agriculture in Mwinilunga District; (b) if so, when the plans will be implemented; (c) how many members of staff are earmarked for recruitment in 2022; and (d) what categories of staff will be recruited.",4,,,,0,,,,,16,,,79,,0,0,307,50,1,5.16,17.341000000000037,23.262000000000004,0.0,0.0,1.0,0.0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,agriculture,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,2,11,42,777.5,712.0,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Thursday, 24th February, 2022",https://www.parliament.gov.zm/node/10018,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,207,Mr Samakayi (Mwinilunga),Minister of Lands and Natural Resources who the legal owners of the land occupied by the Njolwe Veterinary Camp in Palabana area in Chongwe District are.,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),,0,,,,0,,,,,16,,,1,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,0,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,1,11,1,777.5,1720.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Friday, 22nd July, 2022",https://www.parliament.gov.zm/node/10271,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,381,Mr Samakayi (Mwinilunga),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) how many health posts, under the 650 Health Posts Project were allocated to Luapula Province; (b) how the health posts were distributed, constituency by constituency; and (c) at what stage of completion, in percentage terms, the health posts were, as of September, 2021.",3,,,,0,,,,,16,,,173,,0,0,274,44,1,5.25,25.66136363636366,20.610909090909093,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,health,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,1,11,95,777.5,277.0,91,9,10.11111111111111,1515,0,,,1,1,0,0
"Tuesday, 15th March, 2022",https://www.parliament.gov.zm/node/10046,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,285,Mr Samakayi (Mwinilunga),Minister of Lands and Natural Resources,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the land owned by Palabana University, between the University and Mikango road, in Chongwe District has been sold; (b) if not, why private developers have taken over and are developing the land; and (c) what measures the Government is taking to address the situation.",3,,,,0,,,,,16,,,16,,0,0,279,46,1,5.086956521739131,16.69282608695653,22.35869565217391,0.0,0.0,1.0,0.0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,education,1,Mr Samakayi (Mwinilunga),Mwinilunga,Samakayi,Male,North-Western,0,1,1,1,8,0,1,11,15,777.5,1460.5,91,9,10.11111111111111,1515,0,,,1,0,0,0
"Tuesday, 17th September, 2019",https://www.parliament.gov.zm/node/8079,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,11,Mr Sampa (Kasama Central),Minister of Lands and Natural Resources,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Ministry has a mechanism for monitoring the time employees report for, and knock off from, work; (b) if so, how many cases of late coming were recorded from December, 2018 to February, 2019; (c) what impact late coming has on service delivery; and (d) what measures have been taken to curb late coming.",4,,,,0,,,,,1,,,16,,0,0,318,56,1,4.696428571428571,18.562857142857155,24.58214285714286,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,0,Mr Sampa (Kasama Central),Kasama Central,Sampa,Male,Northern,1,0,1,1,5,0,1,1,15,1744.0,1460.5,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Friday, 14th October, 2022",https://www.parliament.gov.zm/node/10666,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,69,Mr Sampa (Matero),Minister of Transport and Logistics,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 76),"(a) whether the Government is aware that on Sunday, 9th October, 2022, a Zambia Airways flight from Ndola to Lusaka had an emergency situation mid-air which led to extreme panic among the passengers; (b) if so, what the cause of the emergency was; and (c) what urgent measures are being taken to ensure the safety of passengers on Zambia Airways flights, countrywide. NOTICE OF MOTION Ms Sefulo Adopt Report of the Delegation to the FP-ICGRL, Joint Election Observation Mission to Kenya: That this House do adopt the Report of the Delegation to the Forum of Parliaments of the International Conference of the Great Lakes Region (FP-ICGRL), Joint Election Observation Mission to Kenya, from 1st to 12th August, 2022, for the Second Session of the Thirteenth National Assembly, laid on the Table of the House on Wednesday, 21st September, 2022. ORDER OF THE DAY 1. Supply  -  Motion (30th September)  -  Resumption of Debate: (Dr Mwanza, MP) ____________________________",3,,,,0,,,,,1,,,30,,0,0,968,157,4,5.146496815286624,27.777298387096806,19.011532258064523,0.087,0.051,0.862,0.6369,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Mr Sampa (Matero),Matero,Sampa,Male,Lusaka,0,0,0,1,5,0,1,1,23,1744.0,1268.5,13,6,2.1666666666666665,1515,0,,,0,0,0,0
"Friday, 14th July, 2023",https://www.parliament.gov.zm/node/11131,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,378,Mr Shakafuswa (Mandevu),Minister of Water Development and Sanitation,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to provide running water and sanitation services to the following Wards in Mandevu Parliamentary Constituency: (i) Mpulungu; (ii) Kabanana; (iii) Raphael Chota; and (iv) Roma; (b) if so, when the plans will be implemented; (c) what the estimated cost of the project is; and (d) what the estimated time frame for the completion of the project is.",5,,,,0,,,,,1,,,61,,0,0,386,64,1,5.046875,-0.8874999999999886,29.282500000000002,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,water,1,Mr Shakafuswa (Mandevu),Mandevu,Shakafuswa,Male,Unknown,0,0,0,1,10,0,1,1,42,1744.0,994.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 19th September, 2023",https://www.parliament.gov.zm/node/11202,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,35,Mr Siachisumo (Lufwanyama),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to tar the Chief Nkana-Kagem road in Lufwanyama District; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why. ORDER OF THE DAY 1. Thanks –His Excellency the President’s Address - Motion (13th September) - Resumption of Debate: (Ms Nyirenda, MP) . ___________________________",3,,,,0,,,,,4,,,190,,0,0,351,58,4,5.068965517241379,68.24848484848488,8.294545454545453,0.106,0.036,0.858,0.6369,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3,infrastructure,1,Mr Siachisumo (Lufwanyama),Lufwanyama,Siachisumo,Male,Unknown,0,0,0,1,10,0,2,3,98,1537.5,95.5,1291,196,6.586734693877551,1515,0,,,0,1,0,0
"Wednesday, 9th March, 2022",https://www.parliament.gov.zm/node/10024,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,275,Mr Siachisumo (Lufwanyama),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when the tarring of the M18 road from Lufwanyama to the Kasempa-Solwezi road will commence; (b) what the cause of the delay in commencing the project is; (c) what the total cost of the project is; and (d) what the time frame for the completion of the project is.,4,,,,0,,,,,4,,,190,,0,0,266,50,1,4.34,46.10500000000002,19.250000000000004,0.0,0.045,0.955,-0.3182,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,0,Mr Siachisumo (Lufwanyama),Lufwanyama,Siachisumo,Male,Unknown,0,0,0,1,10,0,2,3,98,1537.5,95.5,1291,196,6.586734693877551,1515,0,,,0,1,0,0
"Tuesday, 15th February, 2022",https://www.parliament.gov.zm/node/9994,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,119,Mr Siachisumo (Lufwanyama),Minister of Education,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) why the construction of the Lumpuma Boarding School in Lufwanyama Parliamentary Constituency has stalled; (b) when the project will resume; (c) what the total cost of the outstanding works is; and (d) what the time frame for the completion of the project is.,4,,,,0,,,,,4,,,92,,0,0,262,44,1,4.9772727272727275,39.120454545454564,18.733636363636368,0.084,0.038,0.879,0.4939,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,education,1,Mr Siachisumo (Lufwanyama),Lufwanyama,Siachisumo,Male,Unknown,0,0,0,1,10,0,1,3,48,1537.5,538.5,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Friday, 15th September, 2023",https://www.parliament.gov.zm/node/11199,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,26,Mr Siachisumo (Lufwanyama),Minister of Mines and Minerals Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to give the dump sites at Kagem Mine in Lufwanyama Parliamentary Constituency to the local youths; and (b) if so, when the plans will be implemented.",2,,,,0,,,,,4,,,49,,0,0,190,33,1,4.787878787878788,45.158181818181845,15.15878787878788,0.0,0.075,0.925,-0.3818,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,mining,1,Mr Siachisumo (Lufwanyama),Lufwanyama,Siachisumo,Male,Unknown,0,0,0,1,10,0,1,3,33,1537.5,1103.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 5th March, 2024",https://www.parliament.gov.zm/node/11612,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,270,Mr Simbao (Luanshya),Minister of Technology and Science,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) what the rationale for the increase in tuition fees at technical and vocational colleges, countrywide, is; and (b) what measures are being taken to ensure that the new fees do not disadvantage students from poor families.",2,,,,0,,,,,5,,,32,,0,0,225,37,1,5.108108108108108,29.80432432432434,18.294054054054055,0.167,0.072,0.762,0.4822,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,education,0,Mr Simbao (Luanshya),Luanshya,Simbao,Male,Copperbelt,0,1,0,1,6,0,1,4,26,1447.5,1222.5,21,5,4.2,1515,0,,,0,0,0,0
